year,plot,grain,strip,seriesDate
1923,2aB,1.67,2,01/01/1923
1923,2aT,1.03,2,01/01/1923
1923,2bB,1.89,2,01/01/1923
1923,2bT,1.13,2,01/01/1923
1923,3B,0.33,3,01/01/1923
1923,3T,0.3,3,01/01/1923
1923,5B,0.38,5,01/01/1923
1923,5T,0.24,5,01/01/1923
1923,6B,0.63,6,01/01/1923
1923,6T,0.5,6,01/01/1923
1923,7B,1.46,7,01/01/1923
1923,7T,0.84,7,01/01/1923
1923,8B,1.7,8,01/01/1923
1923,8T,1.03,8,01/01/1923
1923,9B,0.82,9,01/01/1923
1923,9T,0.67,9,01/01/1923
1924,10B,0.45,10,01/01/1924
1924,10T,0.41,10,01/01/1924
1924,11B,0.42,11,01/01/1924
1924,11T,0.48,11,01/01/1924
1924,12B,0.75,12,01/01/1924
1924,12T,0.75,12,01/01/1924
1924,13B,0.83,13,01/01/1924
1924,13T,1.14,13,01/01/1924
1924,14B,0.71,14,01/01/1924
1924,14T,0.83,14,01/01/1924
1924,15B,0.37,15,01/01/1924
1924,15T,0.63,15,01/01/1924
1924,16B,1.46,16,01/01/1924
1924,16T,1.65,16,01/01/1924
1924,17B,0.54,17,01/01/1924
1924,17T,0.59,17,01/01/1924
1924,18B,0.6,18,01/01/1924
1924,18T,0.57,18,01/01/1924
1924,19B,0.4,19,01/01/1924
1924,19T,0.51,19,01/01/1924
1924,2aB,1.3,2,01/01/1924
1924,2aT,0.86,2,01/01/1924
1924,2bB,1.14,2,01/01/1924
1924,2bT,0.87,2,01/01/1924
1924,3B,0.17,3,01/01/1924
1924,3T,0.17,3,01/01/1924
1924,5B,0.28,5,01/01/1924
1924,5T,0.32,5,01/01/1924
1924,6B,0.67,6,01/01/1924
1924,6T,0.74,6,01/01/1924
1924,7B,1.8,7,01/01/1924
1924,7T,1.49,7,01/01/1924
1924,8B,1.76,8,01/01/1924
1924,8T,1.77,8,01/01/1924
1924,9B,0.92,9,01/01/1924
1924,9T,0.98,9,01/01/1924
1925,10B,0.84,10,01/01/1925
1925,10T,1.08,10,01/01/1925
1925,11B,1.25,11,01/01/1925
1925,11T,1.5,11,01/01/1925
1925,12B,1.39,12,01/01/1925
1925,12T,1.46,12,01/01/1925
1925,13B,1.54,13,01/01/1925
1925,13T,1.71,13,01/01/1925
1925,14B,1.52,14,01/01/1925
1925,14T,1.41,14,01/01/1925
1925,15B,1.16,15,01/01/1925
1925,15T,1.45,15,01/01/1925
1925,16B,1.6,16,01/01/1925
1925,16T,1.53,16,01/01/1925
1925,17B,0.78,17,01/01/1925
1925,17T,0.72,17,01/01/1925
1925,18B,1.13,18,01/01/1925
1925,18T,1.2,18,01/01/1925
1925,19B,0.49,19,01/01/1925
1925,19T,0.9,19,01/01/1925
1925,2aB,1.07,2,01/01/1925
1925,2aT,0.78,2,01/01/1925
1925,2bB,1.51,2,01/01/1925
1925,2bT,1.17,2,01/01/1925
1925,3B,0.41,3,01/01/1925
1925,3T,0.5,3,01/01/1925
1925,5B,0.51,5,01/01/1925
1925,5T,0.53,5,01/01/1925
1925,6B,0.75,6,01/01/1925
1925,6T,0.76,6,01/01/1925
1925,7B,1.43,7,01/01/1925
1925,7T,1.34,7,01/01/1925
1925,8B,1.54,8,01/01/1925
1925,8T,1.43,8,01/01/1925
1925,9B,1.08,9,01/01/1925
1925,9T,1.11,9,01/01/1925
